,city,value,table,subject,gender
3717,内 蒙 古,209300.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3718,辽    宁,866457.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3719,吉    林,331317.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3720,黑 龙 江,459443.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3721,上    海,685866.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3722,江    苏,983389.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3723,浙    江,650262.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3724,安    徽,350052.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3725,福    建,297889.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3726,江    西,257815.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3727,山    东,951737.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3728,河    南,544781.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3729,湖    北,595471.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3730,湖    南,413331.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3731,广    东,1059706.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3732,广    西,268224.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3733,海    南,59277.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3734,重    庆,426241.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3735,四    川,765576.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3736,贵    州,166034.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3737,云    南,227869.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3738,西    藏,8015.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3739,陕    西,314264.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3740,甘    肃,142555.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3741,青    海,35475.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3742,宁    夏,53700.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3743,新    疆,141546.0,1-5a  各地区分年龄、性别的人口(城市),65-69岁,女
3744,全    国,15504914.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3745,北    京,522169.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3746,天    津,390657.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3747,河    北,661701.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3748,山    西,310040.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3749,内 蒙 古,246046.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3750,辽    宁,923964.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3751,吉    林,366804.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3752,黑 龙 江,520978.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3753,上    海,806096.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3754,江    苏,1283452.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3755,浙    江,848182.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3756,安    徽,436467.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3757,福    建,346994.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3758,江    西,327479.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3759,山    东,1106920.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3760,河    南,662650.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3761,湖    北,771140.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3762,湖    南,530285.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3763,广    东,1243897.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3764,广    西,322795.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3765,海    南,71345.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3766,重    庆,482379.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3767,四    川,937248.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3768,贵    州,220512.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3769,云    南,281634.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3770,西    藏,11118.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3771,陕    西,386111.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3772,甘    肃,182371.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3773,青    海,46096.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3774,宁    夏,64599.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3775,新    疆,192785.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,小计
3776,全    国,7363010.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3777,北    京,244145.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3778,天    津,188033.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3779,河    北,307486.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3780,山    西,148171.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3781,内 蒙 古,109630.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3782,辽    宁,426864.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3783,吉    林,162949.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3784,黑 龙 江,231634.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3785,上    海,402771.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3786,江    苏,623680.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3787,浙    江,413239.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3788,安    徽,210370.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3789,福    建,167960.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3790,江    西,161480.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3791,山    东,507307.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3792,河    南,310540.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3793,湖    北,370121.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3794,湖    南,258871.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3795,广    东,596099.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3796,广    西,156216.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3797,海    南,35634.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3798,重    庆,230433.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3799,四    川,447272.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3800,贵    州,103743.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3801,云    南,136254.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3802,西    藏,5452.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3803,陕    西,188497.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3804,甘    肃,86862.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3805,青    海,20548.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3806,宁    夏,30170.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3807,新    疆,80579.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,男
3808,全    国,8141904.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3809,北    京,278024.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3810,天    津,202624.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3811,河    北,354215.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3812,山    西,161869.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3813,内 蒙 古,136416.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3814,辽    宁,497100.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3815,吉    林,203855.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3816,黑 龙 江,289344.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3817,上    海,403325.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3818,江    苏,659772.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3819,浙    江,434943.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3820,安    徽,226097.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3821,福    建,179034.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3822,江    西,165999.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3823,山    东,599613.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3824,河    南,352110.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3825,湖    北,401019.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3826,湖    南,271414.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3827,广    东,647798.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3828,广    西,166579.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3829,海    南,35711.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3830,重    庆,251946.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3831,四    川,489976.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3832,贵    州,116769.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3833,云    南,145380.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3834,西    藏,5666.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3835,陕    西,197614.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3836,甘    肃,95509.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3837,青    海,25548.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3838,宁    夏,34429.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3839,新    疆,112206.0,1-5a  各地区分年龄、性别的人口(城市),70-74岁,女
3840,全    国,9606840.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3841,北    京,327724.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3842,天    津,229864.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3843,河    北,385028.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3844,山    西,204775.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3845,内 蒙 古,174628.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3846,辽    宁,595575.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3847,吉    林,227022.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3848,黑 龙 江,325393.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3849,上    海,418862.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3850,江    苏,795531.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3851,浙    江,470249.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3852,安    徽,310433.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3853,福    建,207668.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3854,江    西,197553.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3855,山    东,683406.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3856,河    南,422627.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3857,湖    北,439530.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3858,湖    南,307514.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3859,广    东,713048.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3860,广    西,197134.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3861,海    南,43944.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3862,重    庆,314575.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3863,四    川,630621.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3864,贵    州,147539.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3865,云    南,186039.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3866,西    藏,7264.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3867,陕    西,256621.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3868,甘    肃,132602.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3869,青    海,38629.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3870,宁    夏,47084.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3871,新    疆,168358.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,小计
3872,全    国,4398180.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3873,北    京,143815.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3874,天    津,105903.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3875,河    北,174696.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3876,山    西,93848.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3877,内 蒙 古,74816.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3878,辽    宁,261374.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3879,吉    林,95023.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3880,黑 龙 江,132928.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3881,上    海,203488.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3882,江    苏,375883.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3883,浙    江,226648.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3884,安    徽,144026.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3885,福    建,99298.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3886,江    西,93471.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3887,山    东,306359.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3888,河    南,188314.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3889,湖    北,203771.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3890,湖    南,146895.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3891,广    东,331010.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3892,广    西,88927.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3893,海    南,20599.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
3894,重    庆,148656.0,1-5a  各地区分年龄、性别的人口(城市),75-79岁,男
